key,types,level_one,level_two
"-8.91,13.18",route,Luanda,Luanda
"1.26,103.81",route,Singapore,Luanda
"1.26,103.82",street_address,Southern Islands,Luanda
"1.27,103.79",route,Singapore,Luanda
"1.27,103.85",route,Singapore,Luanda
"1.28,103.85",street_address,Downtown Core,Luanda
"1.28,103.86",route,Singapore,Luanda
"1.29,103.78",street_address,Queenstown,Luanda
"1.29,103.85",street_address,Downtown Core,Luanda
"1.30,103.80",street_address,Queenstown,Luanda
"1.30,103.81",street_address,Tanglin,Luanda
"1.30,103.85",beauty_salon,Rochor,Luanda
"1.30,103.86",street_address,Kallang,Luanda
"1.30,103.87",street_address,Kallang,Luanda
"1.30,103.91",route,Singapore,Luanda
"1.30,103.92",establishment,Singapore,Luanda
"1.31,103.86",premise,Tyrwhitt Road,Luanda
"1.32,103.85",establishment,Novena,Luanda
"1.32,103.86",establishment,Kallang,Luanda
"1.32,103.87",bus_station,Singapore,Luanda
"1.32,103.88",establishment,Geylang,Luanda
"1.32,103.90",street_address,Geylang,Luanda
"1.33,103.74",street_address,Jurong East,Luanda
"1.33,103.85",premise,Toa Payoh,Luanda
"1.33,103.92",establishment,Bedok,Luanda
"1.34,103.67",route,Singapore,Luanda
"1.34,103.68",street_address,Western Water Catchment,Luanda
"1.34,103.69",premise,Jurong West Street 92,Luanda
"1.34,103.70",premise,Jurong West Street 62,Luanda
"1.34,103.72",premise,Kang Ching Road,Luanda
"1.34,103.73",route,Singapore,Luanda
"1.34,103.74",street_address,Jurong East,Luanda
"1.34,103.75",street_address,Clementi,Luanda
"1.35,103.68",street_address,Western Water Catchment,Luanda
"1.35,103.72",premise,Jurong West Street 41,Luanda
"1.35,103.73",establishment,Jurong East Avenue 1,Luanda
"1.35,103.74",establishment,Singapore,Luanda
"1.35,103.78",establishment,Bukit Panjang,Luanda
"1.35,103.83",street_address,Bishan,Luanda
"1.35,103.84",street_address,Bishan,Luanda
"1.35,103.93",street_address,Tampines,Luanda
"1.36,103.82",route,Singapore,Luanda
"1.36,103.83",street_address,Bishan,Luanda
"1.36,103.84",street_address,Bishan,Luanda
"1.36,103.85",establishment,Singapore,Luanda
"1.36,103.96",premise,Tampines Street 45,Luanda
"1.37,103.84",street_address,Ang Mo Kio,Luanda
"1.38,103.77",street_address,Bukit Panjang,Luanda
"1.38,103.87",street_address,Serangoon,Luanda
"1.38,103.88",street_address,Hougang,Luanda
"1.39,103.74",street_address,Choa Chu Kang,Luanda
"1.39,103.83",street_address,Ang Mo Kio,Luanda
"1.39,103.87",street_address,Sengkang,Luanda
"1.40,103.81",street_address,Central Water Catchment,Luanda
"1.40,103.82",street_address,Yishun,Luanda
"1.41,103.82",street_address,Yishun,Luanda
"1.41,103.83",street_address,Yishun,Luanda
"1.42,103.82",street_address,Mandai,Luanda
"1.42,103.83",premise,Singapore,Luanda
"1.42,103.84",premise,Yishun Avenue 4,Luanda
"1.42,103.91",street_address,Punggol,Luanda
"1.43,103.82",route,Singapore,Luanda
"1.43,103.83",church,Yishun,Luanda
"1.51,110.32",street_address,Everbright Estate,Sarawak
"1.51,110.33",establishment,Taman Berjaya,Sarawak
"1.51,110.36",street_address,Taman Satria Jaya,Sarawak
"1.52,110.32",street_address,Rancangan Perumahan Batu Kawa,Sarawak
"1.52,110.33",street_address,Pheonix Garden,Sarawak
"1.52,110.34",street_address,Taman Timberland,Sarawak
"1.52,110.36",street_address,Tabuan Heights,Sarawak
"1.53,110.36",route,Sarawak,Sarawak
"1.53,110.37",street_address,Taman Supreme,Sarawak
"1.55,110.34",establishment,Kuching,Sarawak
"1.55,110.35",accounting,Sarawak,Sarawak
"1.56,110.34",street_address,Kuching,Sarawak
"10.16,-68.25",route,Carabobo,Carabobo
"10.23,-67.61",route,Girardot,Aragua
"10.24,-67.59",street_address,Urbanización Bermúdez,Aragua
"10.25,-67.59",establishment,Barrio San Agustin,Aragua
"10.25,-67.60",premise,Maracay,Aragua
"10.35,106.34",establishment,Thành phố Mỹ Tho,Tiền Giang
"10.35,106.35",street_address,Thành phố Mỹ Tho,Tiền Giang
"10.36,106.34",street_address,Thành phố Mỹ Tho,Tiền Giang
"10.36,106.35",car_rental,Thành phố Mỹ Tho,Tiền Giang
"10.40,106.11",route,Tiền Giang,Tiền Giang
"10.64,122.23",premise,Miagao,Western Visayas
"10.65,122.23",street_address,Miagao,Western Visayas
"10.69,122.47",premise,Oton,Western Visayas
"10.69,122.48",route,Iloilo,Western Visayas
"10.69,122.49",route,Iloilo,Western Visayas
"10.69,122.54",street_address,Molo,Western Visayas
"10.69,122.55",route,Iloilo City,Western Visayas
"10.69,122.57",establishment,Iloilo,Western Visayas
"10.69,122.58",route,Iloilo City,Western Visayas
"10.70,122.55",street_address,"Brgy. Taal, Molo",Western Visayas
"10.70,122.57",premise,Iloilo City,Western Visayas
"10.72,106.60",route,Hồ Chí Minh,Hồ Chí Minh
"10.72,106.71",street_address,Quận 7,Hồ Chí Minh
"10.72,106.72",route,Hồ Chí Minh,Hồ Chí Minh
"10.73,106.64",street_address,Quận 8,Hồ Chí Minh
"10.73,106.65",street_address,Ấp 2,Hồ Chí Minh
"10.73,106.72",establishment,Quận 7,Hồ Chí Minh
"10.74,106.64",street_address,Quận 6,Hồ Chí Minh
"10.74,106.65",street_address,Quận 8,Hồ Chí Minh
"10.75,106.63",establishment,Vietnam,Hồ Chí Minh
"10.75,106.64",street_address,Quận 6,Hồ Chí Minh
"10.75,106.70",street_address,Quận 7,Hồ Chí Minh
"10.75,106.71",street_address,Quận 7,Hồ Chí Minh
"10.76,106.68",street_address,Quận 5,Hồ Chí Minh
"10.76,106.69",street_address,Quận 1,Hồ Chí Minh
"10.76,106.70",street_address,Quận 4,Hồ Chí Minh
"10.76,106.71",street_address,Quận 4,Hồ Chí Minh
"10.77,106.66",street_address,Quận 10,Hồ Chí Minh
"10.77,106.67",car_wash,Vietnam,Hồ Chí Minh
"10.77,106.69",establishment,Quận 1,Hồ Chí Minh
"10.77,106.70",street_address,Quận 1,Hồ Chí Minh
"10.78,106.64",street_address,Tân Phú,Hồ Chí Minh
"10.78,106.66",street_address,Cư xá Bắc Hải,Hồ Chí Minh
"10.78,106.67",street_address,Quận 10,Hồ Chí Minh
"10.78,106.69",establishment,Quận 3,Hồ Chí Minh
"10.78,106.70",street_address,Quận 1,Hồ Chí Minh
"10.78,106.71",street_address,Quận 2,Hồ Chí Minh
"10.79,106.64",establishment,Tân Bình,Hồ Chí Minh
"10.79,106.65",establishment,Tân Bình,Hồ Chí Minh
"10.79,106.66",establishment,Tân Bình,Hồ Chí Minh
"10.79,106.68",street_address,Trần Quang Diệu,Hồ Chí Minh
"10.79,106.69",establishment,Vietnam,Hồ Chí Minh
"10.79,106.70",premise,Quận 1,Hồ Chí Minh
"10.81,106.79",route,Hồ Chí Minh,Hồ Chí Minh
"10.81,106.80",route,Hồ Chí Minh,Hồ Chí Minh
"10.84,106.76",street_address,Thủ Đức,Hồ Chí Minh
"10.85,106.76",street_address,Thủ Đức,Hồ Chí Minh
"10.87,106.77",establishment,Vietnam,Hồ Chí Minh
"10.88,106.77",establishment,Thủ Đức,Hồ Chí Minh
"10.94,106.97",route,Đồng Nai,Đồng Nai
"11.55,104.93",establishment,Khan Chamkar Mon,Phnom Penh
"11.72,108.37",establishment,Vietnam,Lâm Đồng
"11.73,108.36",establishment,Vietnam,Lâm Đồng
"11.73,108.37",street_address,Đức Trọng,Lâm Đồng
"11.93,108.43",establishment,Thành phố Đà Lạt,Lâm Đồng
"11.94,108.43",street_address,Thành phố Đà Lạt,Lâm Đồng
"11.94,108.44",street_address,Thành phố Đà Lạt,Lâm Đồng
"12.68,108.04",clothing_store,Vietnam,Đắk Lắk
"12.68,108.05",establishment,Thành phố Buôn Ma Thuột,Đắk Lắk
"12.69,108.05",cafe,Thành phố Buôn Ma Thuột,Đắk Lắk
"13.39,144.66",car_repair,Agat,Đắk Lắk
"13.39,144.67",route,Guam,Đắk Lắk
"13.39,144.68",route,Guam,Đắk Lắk
"13.40,144.66",street_address,Agat,Đắk Lắk
"13.47,144.73",route,Guam,Đắk Lắk
"13.47,144.75",route,Guam,Đắk Lắk
"13.55,100.30",route,Amphoe Mueang Samut Sakhon,Chang Wat Samut Sakhon
"13.56,100.30",route,Amphoe Mueang Samut Sakhon,Chang Wat Samut Sakhon
"13.56,100.31",establishment,Chang Wat Samut Sakhon,Chang Wat Samut Sakhon
"13.60,100.34",route,Amphoe Mueang Samut Sakhon,Chang Wat Samut Sakhon
"13.61,100.34",establishment,Amphoe Mueang Samut Sakhon,Chang Wat Samut Sakhon
"13.68,100.61",establishment,Khwaeng Bang Na,Krung Thep Maha Nakhon
"13.68,100.62",street_address,Khwaeng Bang Na,Krung Thep Maha Nakhon
"13.68,100.68",street_address,เฉลิมพระเกีรยติ ร.9 ซอย 28 แยก 3,Krung Thep Maha Nakhon
"13.68,100.69",street_address,Khwaeng Dok Mai,Krung Thep Maha Nakhon
"13.69,99.84",street_address,Tambon Photharam,Chang Wat Ratchaburi
"13.69,99.85",street_address,Tambon Photharam,Chang Wat Ratchaburi
"13.71,100.59",street_address,Khwaeng Phra Khanong,Krung Thep Maha Nakhon
"13.71,100.60",street_address,ถนนสุขุมวิท,Krung Thep Maha Nakhon
"13.72,100.72",street_address,Khwaeng Lat Krabang,Krung Thep Maha Nakhon
"13.74,100.53",street_address,Khwaeng Pathum Wan,Krung Thep Maha Nakhon
"13.74,100.54",street_address,Khwaeng Lumphini,Krung Thep Maha Nakhon
"13.74,100.55",street_address,Khwaeng Lumphini,Krung Thep Maha Nakhon
"13.74,100.59",street_address,ซอย สุขุมวิท 63,Krung Thep Maha Nakhon
"13.74,100.62",street_address,Khwaeng Suan Luang,Krung Thep Maha Nakhon
"13.74,100.67",establishment,Khwaeng Saphan Sung,Krung Thep Maha Nakhon
"13.74,100.72",route,Khet Lat Krabang,Krung Thep Maha Nakhon
"13.74,100.73",street_address,Khwaeng Khlong Song Ton Nun,Krung Thep Maha Nakhon
"13.75,100.54",establishment,Khet Ratchathewi,Krung Thep Maha Nakhon
"13.75,100.55",street_address,Khwaeng Makkasan,Krung Thep Maha Nakhon
"13.75,100.56",street_address,Khwaeng Makkasan,Krung Thep Maha Nakhon
"13.75,100.57",street_address,Khwaeng Bang Kapi,Krung Thep Maha Nakhon
"13.75,100.59",street_address,Khwaeng Bang Kapi,Krung Thep Maha Nakhon
"13.75,100.62",street_address,Khwaeng Hua Mak,Krung Thep Maha Nakhon
"13.75,100.73",establishment,Khet Lat Krabang,Krung Thep Maha Nakhon
"13.75,100.79",establishment,Thanon Chalong Krung,Krung Thep Maha Nakhon
"13.75,100.80",street_address,Khwaeng Thap Yao,Krung Thep Maha Nakhon
"13.76,100.56",street_address,Khwaeng Din Daeng,Krung Thep Maha Nakhon
"13.76,100.57",establishment,Khwaeng Huai Khwang,Krung Thep Maha Nakhon
"13.76,100.62",street_address,Khwaeng Hua Mak,Krung Thep Maha Nakhon
"13.76,100.63",establishment,Khet Bang Kapi,Krung Thep Maha Nakhon
"13.76,100.64",street_address,Khwaeng Hua Mak,Krung Thep Maha Nakhon
"13.76,100.78",street_address,Khwaeng Lam Prathew,Krung Thep Maha Nakhon
"13.76,101.41",route,Amphoe Phanom Sarakham,Chang Wat Chachoengsao
"13.77,100.56",street_address,Khwaeng Din Daeng,Krung Thep Maha Nakhon
"13.77,100.57",street_address,Khwaeng Din Daeng,Krung Thep Maha Nakhon
"13.78,100.53",establishment,Khwaeng Thanon Nakhon Chai Si,Krung Thep Maha Nakhon
"13.78,100.54",street_address,Khwaeng Samsen Nai,Krung Thep Maha Nakhon
"13.78,100.57",street_address,Khwaeng Din Daeng,Krung Thep Maha Nakhon
"13.78,100.63",street_address,Khwaeng Khlong Chan,Krung Thep Maha Nakhon
"13.78,100.64",street_address,Khwaeng Khlong Chan,Krung Thep Maha Nakhon
"13.79,100.54",street_address,Khwaeng Samsen Nai,Krung Thep Maha Nakhon
"13.79,100.55",street_address,Sutthisan Winitchai Road,Krung Thep Maha Nakhon
"13.79,100.56",establishment,Khwaeng Samsen Nai,Krung Thep Maha Nakhon
"13.79,100.57",street_address,Khwaeng Din Daeng,Krung Thep Maha Nakhon
"13.80,100.54",street_address,Khwaeng Chatuchak,Krung Thep Maha Nakhon
"13.80,100.55",establishment,Krung Thep Maha Nakhon,Krung Thep Maha Nakhon
"13.80,100.56",street_address,Khwaeng Chom Phon,Krung Thep Maha Nakhon
"13.80,100.57",street_address,Khwaeng Chom Phon,Krung Thep Maha Nakhon
"13.80,100.58",street_address,Khwaeng Samsen Nok,Krung Thep Maha Nakhon
"13.81,100.54",street_address,Khwaeng Bang Sue,Krung Thep Maha Nakhon
"13.81,100.55",premise,Khet Chatuchak,Krung Thep Maha Nakhon
"13.81,100.56",bus_station,Khet Chatuchak,Krung Thep Maha Nakhon
"13.85,100.51",street_address,Tambon Talat Kwan,Chang Wat Nonthaburi
"13.85,100.52",route,Amphoe Mueang Nonthaburi,Chang Wat Nonthaburi
"13.86,100.47",route,Amphoe Mueang Nonthaburi,Chang Wat Nonthaburi
"13.86,100.48",street_address,Tambon Suan Yai,Chang Wat Nonthaburi
"13.86,100.51",establishment,Amphoe Mueang Nonthaburi,Chang Wat Nonthaburi
"13.86,100.52",street_address,Tambon Bang Kraso,Chang Wat Nonthaburi
"13.87,100.45",street_address,Tambon Bang Rak Yai,Chang Wat Nonthaburi
"13.87,100.46",beauty_salon,ตำบลตลาดขวัญ,นนทบุรี
"13.87,100.47",route,Amphoe Mueang Nonthaburi,Chang Wat Nonthaburi
"13.88,100.45",establishment,Ratchaphruek Road,Chang Wat Nonthaburi
"13.88,100.46",route,Amphoe Mueang Nonthaburi,Chang Wat Nonthaburi
"13.88,100.47",street_address,Tambon Sai Ma,Chang Wat Nonthaburi
"14.23,121.05",street_address,Santa Rosa,Calabarzon
"14.23,121.15",route,Laguna,Calabarzon
"14.23,121.16",route,Laguna,Calabarzon
"14.24,121.05",route,Cavite,Calabarzon
"14.37,120.97",route,Cavite,Calabarzon
"14.37,120.98",street_address,Molino IV,Calabarzon
"14.44,121.01",convenience_store,Philippines,Metro Manila
"14.44,121.02",street_address,Lungsod ng Parañaque,Kalakhang Maynila
"14.45,121.02",street_address,Lungsod ng Parañaque,Kalakhang Maynila
"14.52,100.92",car_repair,Amphoe Mueang Saraburi,Chang Wat Saraburi
"14.52,100.93",establishment,สระบุรี,สระบุรี
"14.54,120.98",establishment,Philippines,Metro Manila
"14.54,121.04",street_address,Makati,Metro Manila
"14.55,120.98",route,Metro Manila,Metro Manila
"14.55,120.99",street_address,Pasay,Metro Manila
"14.55,121.00",establishment,Metro Manila,Metro Manila
"14.55,121.01",street_address,Makati,Metro Manila
"14.55,121.02",street_address,Makati,Kalakhang Maynila
"14.55,121.04",establishment,Metro Manila,Metro Manila
"14.56,121.00",street_address,Makati,Metro Manila
"14.56,121.01",street_address,Makati,Kalakhang Maynila
"14.56,121.03",street_address,Makati,Metro Manila
"14.56,121.08",street_address,Malinao,Metro Manila
"14.57,121.00",street_address,San Andres Bukid,Metro Manila
"14.57,121.07",street_address,Pasig,Metro Manila
"14.57,121.08",establishment,Metro Manila,Metro Manila
"14.58,120.97",establishment,Manila,Metro Manila
"14.58,121.00",street_address,Paco,Metro Manila
"14.58,121.05",street_address,Mandaluyong,Metro Manila
"14.58,121.06",premise,Pasig,Metro Manila
"14.59,121.05",route,Metro Manila,Metro Manila
"14.59,121.06",route,Pasig,Metro Manila
"14.61,120.56",route,Bataan,Central Luzon
"14.61,121.05",street_address,Cubao,Metro Manila
"14.62,120.99",street_address,"Sampaloc, 500 Zone 49",Metro Manila
"14.62,121.04",street_address,New Manila,Metro Manila
"14.62,121.05",street_address,Cubao,Metro Manila
"14.62,121.09",street_address,Pasig,Metro Manila
"14.62,121.10",route,Metro Manila,Metro Manila
"14.63,120.98",street_address,Tondo,Metro Manila
"14.63,120.99",route,Quezon City,Metro Manila
"14.63,121.00",establishment,Metro Manila,Metro Manila
"14.64,120.98",street_address,Grace Park West,Metro Manila
"14.64,120.99",establishment,Barrio San Jose,Metro Manila
"14.64,121.00",street_address,Lungsod Quezon,Kalakhang Maynila
"14.64,121.04",street_address,Diliman,Metro Manila
"14.64,121.05",street_address,Diliman,Metro Manila
"14.64,121.06",street_address,Diliman,Kalakhang Maynila
"14.65,121.02",street_address,Quezon City,Metro Manila
"14.65,121.03",street_address,Quezon City,Metro Manila
"14.65,121.04",route,Quezon City,Metro Manila
"14.65,121.05",route,Quezon City,Metro Manila
"14.65,121.06",street_address,Diliman,Metro Manila
"14.65,121.07",premise,Quezon City,Metro Manila
"14.66,101.39",establishment,Amphoe Pak Chong,Chang Wat Nakhon Ratchasima
"14.66,121.03",dentist,Bago Bantay,Metro Manila
"14.66,121.04",street_address,Project 6,Metro Manila
"14.67,101.39",route,Amphoe Pak Chong,Chang Wat Nakhon Ratchasima
"14.67,101.40",route,Amphoe Pak Chong,Chang Wat Nakhon Ratchasima
"14.67,121.03",street_address,Project 8,Metro Manila
"14.67,121.04",street_address,Project 8,Kalakhang Maynila
"14.68,101.39",route,Amphoe Pak Chong,Chang Wat Nakhon Ratchasima
"14.68,101.40",route,Amphoe Pak Chong,Chang Wat Nakhon Ratchasima
"14.69,101.40",route,Amphoe Pak Chong,Chang Wat Nakhon Ratchasima
"14.96,100.69",route,Amphoe Khok Samrong,Chang Wat Lopburi
"16.18,103.30",route,Tambon Talat,Chang Wat Maha Sarakham
"16.19,103.27",route,Amphoe Mueang Maha Sarakham,Chang Wat Maha Sarakham
"16.19,103.28",street_address,Tambon Talat,Chang Wat Maha Sarakham
"16.20,103.28",route,Amphoe Mueang Maha Sarakham,Chang Wat Maha Sarakham
"16.24,103.06",route,Amphoe Kosum Phisai,Chang Wat Maha Sarakham
"16.24,103.07",route,Amphoe Kosum Phisai,Chang Wat Maha Sarakham
"16.25,103.06",route,Amphoe Kosum Phisai,Chang Wat Maha Sarakham
"16.25,103.07",route,Amphoe Kosum Phisai,Chang Wat Maha Sarakham
"16.25,103.08",route,Amphoe Kosum Phisai,Chang Wat Maha Sarakham
"16.46,103.46",route,Amphoe Mueang Kalasin,Chang Wat Kalasin
"16.80,96.12",route,Yangon (West),Yangon Region
"16.80,96.13",route,Yangon (West),Yangon Region
"16.81,100.25",street_address,Tambon Wat Chan,Chang Wat Phitsanulok
"17.05,-96.71",street_address,Universidad,Oaxaca
"17.06,-96.71",street_address,FERROCARRIL,Oaxaca
"17.06,-96.72",street_address,Centro,Oaxaca
"17.40,102.77",route,Amphoe Mueang Udon Thani,Chang Wat Udon Thani
"17.40,102.78",route,Amphoe Mueang Udon Thani,Chang Wat Udon Thani
"17.41,102.76",street_address,Tambon Ban Lueam,Chang Wat Udon Thani
"17.41,102.77",establishment,Tambon Ban Lueam,Chang Wat Udon Thani
"17.41,102.78",premise,Amphoe Mueang Udon Thani,Chang Wat Udon Thani
"17.41,102.79",premise,Amphoe Mueang Udon Thani,Chang Wat Udon Thani
"17.42,102.76",route,Amphoe Mueang Udon Thani,Chang Wat Udon Thani
"17.42,102.77",establishment,Amphoe Mueang Udon Thani,Chang Wat Udon Thani
"17.42,102.78",route,Amphoe Mueang Udon Thani,Chang Wat Udon Thani
"18.15,-67.13",route,Guanajibo,Hormigueros
"18.15,-67.14",establishment,Hormigueros,Hormigueros
"18.15,-67.15",route,Guanajibo,Hormigueros
"18.16,-67.14",route,Guanajibo,Mayagüez
"18.19,-67.13",route,Mayagüez,Mayagüez
"18.19,-67.14",street_address,Mayagüez Pueblo,Mayagüez
"18.20,-67.13",street_address,Mayagüez Pueblo,Mayagüez
"18.20,-67.14",bar,Mayagüez Pueblo,Mayagüez
"18.23,-66.24",route,Palomas,Comerío
"18.34,-66.99",street_address,San Sebastián,San Sebastián
"18.35,-66.99",route,Hoya Mala,San Sebastián
"18.37,-66.19",route,Bayamón,Bayamón
"18.42,-67.15",route,Caimital Bajo,Aguadilla
"18.43,-66.02",street_address,"Cangrejo Arriba, Carolina, Puerto Rico",Carolina
"18.43,-66.46",route,Coto Norte,Manatí
"18.43,-66.47",route,Coto Norte,Manatí
"18.43,-67.15",route,Caimital Bajo,Aguadilla
"18.44,-66.01",route,Carolina,Carolina
